id,web_name,team,element_type,gw_current,gw_next,selected_by_percent,now_cost,minutes,transfers_in,value_season,total_points,points_per_game,form,ep_this,ep_next,position,team_name,value
159,Benson,6,3,21,22,0.1,52,73,2131,0.8,4,1.0,0.0,0.5,-1.0,MID,Burnley,0.8
160,Beyer,6,2,21,22,1.4,40,1234,100622,7.5,30,2.0,1.8,1.7,0.6,DEF,Burnley,7.5
161,Brownhill,6,3,21,22,0.3,47,1589,59240,11.1,52,2.6,2.2,2.7,1.2,MID,Burnley,11.1
162,Churlinov,6,3,21,22,0.0,44,0,1358,0.0,0,0.0,0.0,0.5,-1.0,MID,Burnley,0.0
163,Cork,6,3,21,22,0.0,48,17,753,0.4,2,1.0,0.2,0.7,-0.8,MID,Burnley,0.4
164,Costelloe,6,3,21,22,0.0,45,0,101,0.0,0,0.0,0.0,0.0,0.0,MID,Burnley,0.0
165,Cullen,6,3,21,22,0.1,50,934,7380,4.0,20,1.7,0.5,1.0,-0.5,MID,Burnley,4.0
166,Egan-Riley,6,2,21,22,0.2,39,0,22954,0.0,0,0.0,0.0,0.5,-1.0,DEF,Burnley,0.0
167,Ekdal,6,2,21,22,0.1,39,195,9532,1.3,5,1.2,0.5,0.2,-0.5,DEF,Burnley,1.3
168,Foster,6,4,21,22,0.5,48,982,270163,10.2,49,4.1,3.8,3.2,2.8,FWD,Burnley,10.2
169,Franchi,6,1,21,22,0.1,39,0,10361,0.0,0,0.0,0.0,0.5,-1.0,GKP,Burnley,0.0
170,Gudmundsson,6,3,21,22,0.0,48,826,3666,5.6,27,1.9,2.2,2.7,1.2,MID,Burnley,5.6
171,McNally,6,2,21,22,0.0,40,0,0,0.0,0,0.0,0.0,0.0,0.0,DEF,Burnley,0.0
172,Muric,6,1,21,22,0.1,43,0,2045,0.0,0,0.0,0.0,0.5,-1.0,GKP,Burnley,0.0
173,O'Shea,6,2,21,22,0.3,44,1477,24904,7.5,33,1.9,3.0,3.5,2.0,DEF,Burnley,7.5
174,Obafemi,6,4,21,22,0.0,49,19,3457,0.4,2,1.0,0.0,0.5,-1.0,FWD,Burnley,0.4
175,Peacock-Farrell,6,1,21,22,0.0,40,0,0,0.0,0,0.0,0.0,0.0,0.0,GKP,Burnley,0.0
176,Roberts,6,2,21,22,0.2,43,786,14928,2.8,12,0.9,0.8,1.3,-0.2,DEF,Burnley,2.8
177,Rodriguez,6,4,21,22,0.3,53,695,51254,6.2,33,2.5,0.2,0.7,-0.8,FWD,Burnley,6.2
178,Taylor,6,2,21,22,4.9,40,1440,809004,8.5,34,2.1,1.8,1.7,0.6,DEF,Burnley,8.5
179,Thomas,6,2,21,22,0.0,40,0,0,0.0,0,0.0,0.0,0.0,0.0,DEF,Burnley,0.0
180,Twine,6,3,21,22,0.0,49,0,119,0.0,0,0.0,0.0,0.0,0.0,MID,Burnley,0.0
181,Vigouroux,6,1,21,22,0.3,39,0,17054,0.0,0,0.0,0.0,0.5,-1.0,GKP,Burnley,0.0
182,Vitinho,6,2,21,22,0.2,44,1225,11446,6.4,28,1.9,2.5,3.0,1.5,DEF,Burnley,6.4
183,Weghorst,6,4,21,22,0.0,55,0,0,0.0,0,0.0,0.0,0.0,0.0,FWD,Burnley,0.0
184,Zaroury,6,3,21,22,0.0,47,135,1892,0.6,3,0.6,0.0,0.5,-1.0,MID,Burnley,0.6
200,D.D.Fofana,6,4,21,22,0.0,50,0,151,0.0,0,0.0,0.0,0.0,-1.0,FWD,Burnley,0.0
475,Berge,6,3,21,22,0.1,47,1472,13231,8.7,41,2.0,2.0,2.5,1.0,MID,Burnley,8.7
594,Amdouni,6,4,21,22,0.3,53,1452,94538,11.9,63,3.1,5.0,5.5,4.0,FWD,Burnley,11.9
596,Trafford,6,1,21,22,1.1,45,1890,93908,13.1,59,2.8,4.0,4.5,3.0,GKP,Burnley,13.1
600,Redmond,6,3,21,22,0.0,47,132,780,2.3,11,0.9,0.5,1.0,-0.5,MID,Burnley,2.3
605,Koleosho,6,3,21,22,0.1,48,972,42701,8.3,40,2.7,0.0,0.0,0.0,MID,Burnley,8.3
608,Bruun Larsen,6,3,21,22,0.0,49,452,3107,6.3,31,1.8,0.8,1.3,-0.2,MID,Burnley,6.3
622,Dodgson,6,2,21,22,0.0,40,0,467,0.0,0,0.0,0.0,0.0,0.0,DEF,Burnley,0.0
660,Odobert,6,3,21,22,0.1,50,649,12774,8.0,40,3.3,5.2,5.7,4.2,MID,Burnley,8.0
674,Delcroix,6,2,21,22,0.0,40,382,4972,1.5,6,0.7,0.5,1.0,-0.5,DEF,Burnley,1.5
675,A.Ramsey,6,3,21,22,0.0,50,287,9678,2.4,12,1.2,0.5,1.0,-0.5,MID,Burnley,2.4
694,Massengo,6,3,21,22,0.0,50,0,412,0.0,0,0.0,0.0,0.5,-1.0,MID,Burnley,0.0
706,M.Trésor,6,3,21,22,0.0,54,397,4893,3.3,18,1.3,1.2,1.7,0.2,MID,Burnley,3.3
126,Caicedo,7,3,21,22,1.2,45,1453,107852,7.6,34,1.9,1.5,1.5,1.0,MID,Chelsea,7.6
145,Sanchez,7,1,21,22,3.5,46,1433,996446,12.8,59,3.7,0.0,0.0,0.0,GKP,Chelsea,12.8
185,Ampadu,7,2,21,22,0.0,40,0,0,0.0,0,0.0,0.0,0.0,0.0,DEF,Chelsea,0.0
186,Andrey,7,3,21,22,0.1,43,7,14726,0.2,1,1.0,0.0,0.0,-0.5,MID,Chelsea,0.2
187,Arrizabalaga,7,1,21,22,0.2,50,0,1775,0.0,0,0.0,0.0,0.0,0.0,GKP,Chelsea,0.0
188,Aubameyang,7,4,21,22,0.0,65,0,0,0.0,0,0.0,0.0,0.0,0.0,FWD,Chelsea,0.0
189,Azpilicueta,7,2,21,22,0.0,45,0,0,0.0,0,0.0,0.0,0.0,0.0,DEF,Chelsea,0.0
190,Baba,7,2,21,22,0.0,40,0,0,0.0,0,0.0,0.0,0.0,0.0,DEF,Chelsea,0.0
191,B.Badiashile,7,2,21,22,0.1,44,460,21588,3.9,17,2.8,0.8,0.8,0.3,DEF,Chelsea,3.9
192,Bettinelli,7,1,21,22,0.0,40,0,1958,-0.2,-1,0.0,-0.2,-0.2,-0.7,GKP,Chelsea,-0.2
193,Broja,7,4,21,22,0.2,49,448,81634,4.9,24,1.8,1.5,1.5,1.0,FWD,Chelsea,4.9
194,Chalobah,7,2,21,22,0.0,43,0,823,0.0,0,0.0,0.0,0.0,-0.2,DEF,Chelsea,0.0
195,Chilwell,7,2,21,22,4.9,54,347,2131395,3.0,16,2.3,0.2,0.2,-0.3,DEF,Chelsea,3.0
196,Chukwuemeka,7,3,21,22,1.0,42,126,263197,1.7,7,2.3,0.2,0.2,-0.3,MID,Chelsea,1.7
197,Colwill,7,2,21,22,7.0,47,1597,1163908,13.0,61,3.0,2.8,2.8,2.3,DEF,Chelsea,13.0
198,Cucurella,7,2,21,22,0.4,48,703,54905,2.1,10,1.1,0.0,0.0,0.0,DEF,Chelsea,2.1
199,Enzo,7,3,21,22,2.2,48,1352,349189,9.8,47,2.6,0.8,0.8,0.3,MID,Chelsea,9.8
201,W.Fofana,7,2,21,22,0.0,44,0,782,0.0,0,0.0,0.0,0.0,0.0,DEF,Chelsea,0.0
202,Gallagher,7,3,21,22,0.5,54,1687,87995,10.4,56,2.8,1.8,1.8,1.3,MID,Chelsea,10.4
203,Gusto,7,2,21,22,7.5,42,888,2201647,9.3,39,2.8,3.5,3.5,3.0,DEF,Chelsea,9.3
206,James,7,2,21,22,3.0,53,386,507369,1.7,9,1.1,0.0,0.0,0.0,DEF,Chelsea,1.7
207,Lukaku,7,4,21,22,0.3,68,0,9006,0.0,0,0.0,0.0,0.0,0.0,FWD,Chelsea,0.0
208,Madueke,7,3,21,22,0.2,53,252,21704,4.2,22,2.2,3.8,3.8,3.3,MID,Chelsea,4.2
210,Mudryk,7,3,21,22,1.0,63,800,150933,8.6,54,3.2,2.2,2.2,1.7,MID,Chelsea,8.6
211,N.Jackson,7,4,21,22,4.5,69,1449,1631476,9.6,66,3.5,2.0,0.0,0.0,FWD,Chelsea,9.6
212,Nkunku,7,4,21,22,2.0,74,130,435851,1.4,10,3.3,2.5,0.0,0.0,FWD,Chelsea,1.4
213,Pulisic,7,3,21,22,0.0,55,0,0,0.0,0,0.0,0.0,0.0,0.0,MID,Chelsea,0.0
214,M.Sarr,7,2,21,22,0.1,43,0,4742,0.0,0,0.0,0.0,0.0,-0.5,DEF,Chelsea,0.0
215,Slonina,7,1,21,22,0.0,40,0,0,0.0,0,0.0,0.0,0.0,0.0,GKP,Chelsea,0.0
216,Sterling,7,3,21,22,8.3,71,1495,3031990,12.3,87,4.6,2.5,2.5,2.0,MID,Chelsea,12.3
217,T.Silva,7,2,21,22,4.0,50,1742,398014,11.2,56,2.8,2.0,2.0,1.5,DEF,Chelsea,11.2
218,Ziyech,7,3,21,22,0.1,54,0,1010,0.0,0,0.0,0.0,0.0,0.0,MID,Chelsea,0.0
362,Palmer,7,3,21,22,36.7,58,1240,4672138,17.6,102,5.7,7.2,7.2,6.7,MID,Chelsea,17.6
589,Ângelo,7,3,21,22,0.0,50,0,0,0.0,0,0.0,0.0,0.0,0.0,MID,Chelsea,0.0
609,Maatsen,7,3,21,22,0.0,51,200,3375,2.2,11,0.9,0.5,0.0,0.0,MID,Chelsea,2.2
611,Disasi,7,2,21,22,3.8,49,1686,961003,11.4,56,2.9,2.2,2.2,1.7,DEF,Chelsea,11.4
613,Ugochukwu,7,3,21,22,0.2,44,269,44546,2.5,11,1.1,0.2,0.0,0.0,MID,Chelsea,2.5
623,Burstow,7,4,21,22,0.1,45,8,4401,0.4,2,1.0,0.0,0.0,0.0,FWD,Chelsea,0.4
659,Bergström,7,1,21,22,0.0,39,0,1895,0.0,0,0.0,0.0,0.0,-0.5,GKP,Chelsea,0.0
667,Lavia,7,3,21,22,0.0,49,32,1428,0.2,1,1.0,0.2,0.0,0.0,MID,Chelsea,0.2
671,Humphreys,7,2,21,22,0.0,40,0,629,0.0,0,0.0,0.0,0.0,0.0,DEF,Chelsea,0.0
677,Deivid,7,4,21,22,0.1,45,9,10354,0.2,1,1.0,0.0,0.0,-0.5,FWD,Chelsea,0.2
680,Beach,7,1,21,22,0.0,40,0,1449,0.0,0,0.0,0.0,0.0,0.0,GKP,Chelsea,0.0
681,Diego Moreira,7,3,21,22,0.0,45,0,236,0.0,0,0.0,0.0,0.0,0.0,MID,Chelsea,0.0
687,Petrović,7,1,21,22,1.1,45,456,138111,5.3,24,4.0,4.2,4.2,3.7,GKP,Chelsea,5.3
716,Gilchrist,7,2,21,22,0.0,40,3,2419,0.8,3,1.0,0.8,0.8,0.3,DEF,Chelsea,0.8
717,Stutter,7,4,21,22,0.0,45,0,5206,0.0,0,0.0,0.0,0.0,-0.5,FWD,Chelsea,0.0
718,Matos,7,3,21,22,0.0,45,1,1272,0.2,1,1.0,0.0,0.0,0.0,MID,Chelsea,0.2
723,Brooking,7,2,21,22,0.0,40,0,1525,0.0,0,0.0,0.0,0.0,-0.5,DEF,Chelsea,0.0
758,Castledine,7,3,21,22,0.0,45,0,154,0.0,0,0.0,0.0,0.0,-0.5,MID,Chelsea,0.0
7,Holding,8,2,21,22,0.1,43,0,5386,0.0,0,0.0,0.0,-0.2,0.1,DEF,Crystal Palace,0.0
219,Ahamada,8,3,21,22,0.6,43,137,163763,2.3,10,0.9,0.3,-0.2,0.8,MID,Crystal Palace,2.3
220,Andersen,8,2,21,22,16.3,49,1890,3002435,14.1,69,3.3,1.0,0.5,1.5,DEF,Crystal Palace,14.1
221,J.Ayew,8,3,21,22,0.3,54,1546,100712,11.1,60,3.2,3.3,0.0,0.0,MID,Crystal Palace,11.1
222,Clyne,8,2,21,22,0.1,44,716,8228,4.1,18,1.8,1.3,0.8,1.8,DEF,Crystal Palace,4.1
223,C.Doucouré,8,3,21,22,0.1,49,920,11511,4.3,21,1.9,0.0,0.0,0.0,MID,Crystal Palace,4.3
224,Ebiowei,8,3,21,22,0.0,44,0,2193,0.0,0,0.0,0.0,-0.5,0.5,MID,Crystal Palace,0.0
225,Edouard,8,4,21,22,1.6,54,1243,978123,10.9,59,3.9,0.0,-0.5,0.5,FWD,Crystal Palace,10.9
226,Eze,8,3,21,22,3.2,60,1083,641494,8.5,51,3.4,4.3,3.8,4.8,MID,Crystal Palace,8.5
227,Guaita,8,1,21,22,0.2,44,0,2528,0.0,0,0.0,0.0,0.0,0.0,GKP,Crystal Palace,0.0
228,Guéhi,8,2,21,22,3.4,45,1796,636949,12.7,57,2.9,2.3,1.8,2.8,DEF,Crystal Palace,12.7
229,Hughes,8,3,21,22,0.0,49,1034,2069,5.7,28,1.8,1.0,0.5,1.5,MID,Crystal Palace,5.7
230,Johnstone,8,1,21,22,2.4,45,1436,704294,12.4,56,3.5,0.0,-0.2,0.5,GKP,Crystal Palace,12.4
231,Lerma,8,3,21,22,0.1,47,1395,10766,8.1,38,2.4,2.0,1.5,2.5,MID,Crystal Palace,8.1
232,Mateta,8,4,21,22,0.7,49,888,186032,10.2,50,2.8,2.0,1.5,2.5,FWD,Crystal Palace,10.2
233,Matthews,8,1,21,22,0.1,39,3,6401,0.3,1,1.0,0.0,-0.5,0.5,GKP,Crystal Palace,0.3
234,Mitchell,8,2,21,22,3.5,47,1717,988551,13.2,62,3.1,2.0,1.5,2.5,DEF,Crystal Palace,13.2
235,O'Brien,8,2,21,22,0.0,40,0,415,0.0,0,0.0,0.0,0.0,0.0,DEF,Crystal Palace,0.0
236,Olise,8,3,21,22,1.4,59,675,265708,9.3,55,6.1,8.0,3.8,2.1,MID,Crystal Palace,9.3
237,Plange,8,4,21,22,0.0,45,0,0,0.0,0,0.0,0.0,0.0,0.0,FWD,Crystal Palace,0.0
238,C.Richards,8,2,21,22,0.6,39,831,66702,3.1,12,1.0,0.7,0.2,1.2,DEF,Crystal Palace,3.1
239,Riedewald,8,3,21,22,0.1,43,174,8089,1.6,7,1.8,0.0,-0.5,0.5,MID,Crystal Palace,1.6
240,Schlupp,8,3,21,22,0.1,49,1155,16761,9.2,45,2.5,1.3,0.8,1.8,MID,Crystal Palace,9.2
241,Tomkins,8,2,21,22,0.4,40,4,21288,0.2,1,0.5,0.0,-0.5,0.5,DEF,Crystal Palace,0.2
242,Ward,8,2,21,22,0.2,45,1332,33544,8.0,36,2.2,0.0,0.0,0.0,DEF,Crystal Palace,8.0
243,Whitworth,8,1,21,22,1.0,39,0,24033,0.0,0,0.0,0.0,-0.5,0.5,GKP,Crystal Palace,0.0
385,Henderson,8,1,21,22,0.3,44,450,38247,1.6,7,1.4,0.7,0.2,1.2,GKP,Crystal Palace,1.6
615,Matheus França,8,3,21,22,0.0,48,59,937,1.2,6,1.0,1.0,0.5,1.5,MID,Crystal Palace,1.2
657,Rak-Sakyi,8,3,21,22,0.0,45,132,5168,1.8,8,1.3,0.0,0.0,0.5,MID,Crystal Palace,1.8
658,Gordon,8,4,21,22,0.0,45,0,7045,0.0,0,0.0,0.0,0.0,0.0,FWD,Crystal Palace,0.0
720,Ola-Adebomi,8,4,21,22,0.0,45,0,5673,0.0,0,0.0,0.0,-0.5,0.5,FWD,Crystal Palace,0.0
721,Ozoh,8,3,21,22,0.0,45,113,982,0.9,4,0.8,0.3,-0.2,0.8,MID,Crystal Palace,0.9
724,Raymond,8,3,21,22,0.0,45,0,688,0.0,0,0.0,0.0,-0.5,0.5,MID,Crystal Palace,0.0
763,Adaramola,8,2,21,22,0.0,40,0,817,0.0,0,0.0,0.0,-0.5,0.5,DEF,Crystal Palace,0.0
244,André Gomes,9,3,21,22,0.1,44,157,10571,2.0,9,3.0,2.2,2.2,2.2,MID,Everton,2.0
245,Branthwaite,9,2,21,22,3.3,41,1620,498648,12.4,51,2.8,2.0,2.0,2.0,DEF,Everton,12.4
246,Calvert-Lewin,9,4,21,22,0.9,58,1135,350488,8.1,47,2.8,1.8,1.8,1.8,FWD,Everton,8.1
247,Coleman,9,2,21,22,0.0,44,183,2572,3.0,13,4.3,1.8,1.8,1.8,DEF,Everton,3.0
248,Dele,9,3,21,22,0.0,48,0,730,0.0,0,0.0,0.0,0.0,0.0,MID,Everton,0.0
249,A.Doucoure,9,3,21,22,0.7,55,1532,383525,14.4,79,4.4,0.8,0.6,0.8,MID,Everton,14.4
250,Garner,9,3,21,22,0.1,49,1696,28694,10.6,52,2.6,2.2,2.2,2.2,MID,Everton,10.6
251,Gbamin,9,3,21,22,0.0,44,0,330,0.0,0,0.0,0.0,0.0,0.0,MID,Everton,0.0
252,Godfrey,9,2,21,22,0.1,43,91,5530,1.6,7,3.5,0.0,0.0,0.0,DEF,Everton,1.6
253,Gray,9,3,21,22,0.1,53,0,1890,0.0,0,0.0,0.0,0.0,0.0,MID,Everton,0.0
254,Gana,9,3,21,22,0.0,48,1013,3372,5.4,26,1.9,0.0,0.0,0.0,MID,Everton,5.4
255,Holgate,9,2,21,22,0.4,40,0,4656,0.0,0,0.0,0.0,0.0,0.0,DEF,Everton,0.0
257,Keane,9,2,21,22,0.2,43,403,15663,4.2,18,2.6,0.5,0.5,0.5,DEF,Everton,4.2
259,McNeil,9,3,21,22,0.5,54,1392,102771,11.7,63,3.5,2.2,0.6,2.2,MID,Everton,11.7
260,Mykolenko,9,2,21,22,5.7,46,1437,876631,15.4,71,4.4,2.2,2.2,2.2,DEF,Everton,15.4
261,Onana,9,3,21,22,0.2,47,1403,19429,8.9,42,2.5,2.0,2.0,2.0,MID,Everton,8.9
262,Patterson,9,2,21,22,0.2,44,945,22900,7.5,33,1.8,0.0,0.0,0.0,DEF,Everton,7.5
263,Pickford,9,1,21,22,9.5,45,1890,648103,17.1,77,3.7,3.8,3.8,3.8,GKP,Everton,17.1
264,Simms,9,4,21,22,0.0,45,0,0,0.0,0,0.0,0.0,0.0,0.0,FWD,Everton,0.0
265,Tarkowski,9,2,21,22,5.8,45,1890,839385,15.8,71,3.4,1.8,1.8,1.8,DEF,Everton,15.8
266,J.Virginia,9,1,21,22,0.5,39,0,49628,0.0,0,0.0,0.0,0.0,0.0,GKP,Everton,0.0
579,Lonergan,9,1,21,22,0.1,39,0,2383,0.0,0,0.0,0.0,0.0,0.0,GKP,Everton,0.0
588,Young,9,2,21,22,0.3,44,1209,30437,5.9,26,1.7,0.0,0.0,0.0,DEF,Everton,5.9
601,Danjuma,9,3,21,22,0.1,52,498,29842,4.4,23,1.8,1.5,1.5,1.5,MID,Everton,4.4
624,Dobbin,9,3,21,22,0.1,45,167,10191,2.9,13,2.2,0.0,0.0,0.0,MID,Everton,2.9
645,Y. Chermiti,9,4,21,22,0.1,48,46,5871,1.2,6,0.9,0.0,0.0,0.0,FWD,Everton,1.2
649,Cannon,9,4,21,22,0.0,45,1,2480,0.2,1,1.0,0.0,0.0,0.0,FWD,Everton,0.2
650,Onyango,9,3,21,22,0.0,45,1,1542,0.2,1,1.0,0.0,0.0,0.0,MID,Everton,0.2
661,Harrison,9,3,21,22,0.2,55,1206,39725,10.4,57,3.8,3.5,3.5,3.5,MID,Everton,10.4
691,Beto,9,4,21,22,0.1,57,532,61272,4.2,24,1.5,1.2,1.2,1.2,FWD,Everton,4.2
719,Hunt,9,3,21,22,0.0,45,0,952,0.0,0,0.0,0.0,0.0,0.0,MID,Everton,0.0
760,Metcalfe,9,3,21,22,0.0,45,0,63,0.0,0,0.0,0.0,0.0,0.0,MID,Everton,0.0
761,Campbell,9,2,21,22,0.0,40,0,511,0.0,0,0.0,0.0,0.0,0.0,DEF,Everton,0.0
256,Iwobi,10,3,21,22,0.5,53,1245,137730,10.0,53,2.9,1.5,0.0,0.0,MID,Fulham,10.0
267,Andreas,10,3,21,22,1.0,53,1400,246309,12.6,67,3.2,1.5,1.5,1.5,MID,Fulham,12.6
268,Cairney,10,3,21,22,0.1,49,906,11743,10.2,50,2.6,3.0,3.0,3.0,MID,Fulham,10.2
269,I.Cavaleiro,10,3,21,22,0.0,50,0,0,0.0,0,0.0,0.0,0.0,0.0,MID,Fulham,0.0
270,De Cordova-Reid,10,3,21,22,0.1,53,863,29271,10.2,54,2.8,3.5,3.5,3.5,MID,Fulham,10.2
271,Diop,10,2,21,22,0.4,44,890,86441,6.1,27,2.5,0.8,0.8,0.8,DEF,Fulham,6.1
272,Francois,10,3,21,22,0.0,44,0,2279,0.0,0,0.0,0.0,0.0,0.0,MID,Fulham,0.0
273,Knockaert,10,3,21,22,0.0,44,0,941,0.0,0,0.0,0.0,0.0,0.0,MID,Fulham,0.0
274,Kongolo,10,2,21,22,0.1,40,0,1162,0.0,0,0.0,0.0,0.0,0.0,DEF,Fulham,0.0
275,Leno,10,1,21,22,16.1,48,1890,1695922,15.2,73,3.5,1.0,1.0,1.0,GKP,Fulham,15.2
276,Lukić,10,3,21,22,0.3,43,392,68997,3.7,16,1.3,0.5,0.5,0.5,MID,Fulham,3.7
277,Mbabu,10,2,21,22,0.2,40,0,4952,0.0,0,0.0,0.0,0.0,0.0,DEF,Fulham,0.0
278,Mitrović,10,4,21,22,0.7,74,32,15553,0.1,1,1.0,0.0,0.0,0.0,FWD,Fulham,0.1
279,Muniz,10,4,21,22,0.4,44,322,73601,2.5,11,1.2,1.2,1.2,1.2,FWD,Fulham,2.5
280,J.Palhinha,10,3,21,22,0.3,50,1488,78279,10.0,50,2.8,1.8,1.8,1.8,MID,Fulham,10.0
281,Ream,10,2,21,22,0.7,45,1143,271174,7.6,34,2.6,0.0,0.0,0.0,DEF,Fulham,7.6
282,Reed,10,3,21,22,0.3,45,787,35105,6.4,29,1.7,0.5,0.4,0.5,MID,Fulham,6.4
283,Robinson,10,2,21,22,1.3,44,1748,182719,10.7,47,2.4,1.5,1.5,1.5,DEF,Fulham,10.7
284,Rodák,10,1,21,22,0.4,39,0,18393,-0.3,-1,0.0,0.0,0.0,0.0,GKP,Fulham,-0.3
285,Tete,10,2,21,22,0.3,44,665,27936,5.0,22,2.4,0.8,0.8,0.8,DEF,Fulham,5.0
286,Tosin,10,2,21,22,0.2,43,632,35696,6.7,29,3.2,1.5,1.5,1.5,DEF,Fulham,6.7
287,Vinícius,10,4,21,22,1.3,46,306,133399,4.8,22,1.7,0.5,0.5,0.5,FWD,Fulham,4.8
288,Wilson,10,3,21,22,0.2,53,1097,46717,10.0,53,2.5,1.2,1.2,1.2,MID,Fulham,10.0
558,Raúl,10,4,21,22,1.6,52,1194,446324,10.4,54,3.0,2.2,2.2,2.2,FWD,Fulham,10.4
591,Willian,10,3,21,22,0.7,53,1169,191313,12.1,64,3.8,1.0,1.0,1.0,MID,Fulham,12.1
610,Bassey,10,2,21,22,0.2,44,1115,13197,5.0,22,1.5,0.5,0.0,0.0,DEF,Fulham,5.0
625,De Fougerolles,10,2,21,22,0.1,40,0,3475,0.0,0,0.0,0.0,0.0,0.0,DEF,Fulham,0.0
651,Stansfield,10,4,21,22,0.0,45,0,1655,0.0,0,0.0,0.0,0.0,0.0,FWD,Fulham,0.0
652,Dibley-Dias,10,3,21,22,0.0,45,0,1087,0.0,0,0.0,0.0,0.0,0.0,MID,Fulham,0.0
662,Adama,10,3,21,22,0.0,49,40,6234,0.8,4,1.0,0.0,0.0,0.0,MID,Fulham,0.8
683,Harris,10,3,21,22,0.0,45,74,4640,0.4,2,2.0,0.0,0.0,0.0,MID,Fulham,0.4
688,Castagne,10,2,21,22,0.6,45,1305,154207,9.8,44,2.4,1.2,1.2,1.2,DEF,Fulham,9.8
692,Benda,10,1,21,22,0.0,40,0,2939,0.0,0,0.0,0.0,0.0,0.0,GKP,Fulham,0.0
707,Ballo-Touré,10,2,21,22,0.0,45,48,4220,0.7,3,0.8,0.5,0.0,0.0,DEF,Fulham,0.7
732,Tanton,10,2,21,22,0.0,40,0,1481,0.0,0,0.0,0.0,0.0,0.0,DEF,Fulham,0.0
289,Adrián,11,1,21,22,0.3,39,0,13819,0.0,0,0.0,0.0,0.5,0.5,GKP,Liverpool,0.0
290,Alexander-Arnold,11,2,21,22,20.5,85,1498,2657315,11.4,97,5.4,3.2,0.0,0.0,DEF,Liverpool,11.4
291,A.Becker,11,1,21,22,14.2,57,1710,1261200,14.6,83,4.4,3.8,4.3,4.3,GKP,Liverpool,14.6
292,Bajcetic,11,3,21,22,0.0,47,0,1074,0.0,0,0.0,0.0,0.0,0.0,MID,Liverpool,0.0
293,Darwin,11,4,21,22,14.7,74,1201,2826227,11.9,88,4.4,6.2,6.7,6.7,FWD,Liverpool,11.9
294,Diogo J.,11,3,21,22,6.4,78,754,960352,9.7,76,5.1,8.0,8.5,8.5,MID,Liverpool,9.7
